No.,Time,Source,Destination,Protocol,Length,Info
1824,234.89,::201:1:1:1,::208:8:8:8,UDP,62,8214  >  8214 Len=4
1825,234.893016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1826,235.01,::208:8:8:8,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1827,235.012728,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1828,235.16,::208:8:8:8,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1829,235.16276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1830,235.86,::201:1:1:1,::206:6:6:6,UDP,61,8214  >  8214 Len=4
1831,235.862984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1832,235.9,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
1833,235.903272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1834,236.06,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
1835,236.063272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1836,236.07,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1837,236.07,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1838,236.072728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1839,236.08,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1840,236.1,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
1841,236.12,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
1842,236.18,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
1843,236.19,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1844,236.2,::206:6:6:6,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1845,236.203016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1846,236.35,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1847,236.35276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1848,236.88,::201:1:1:1,::20c:c:c:c,UDP,61,8214  >  8214 Len=4
1849,236.882984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1850,236.93,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1851,236.933272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1852,236.97,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1853,236.973272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1854,237.1,::20c:c:c:c,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1855,237.102728,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1856,237.22,::20c:c:c:c,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1857,237.223016,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1858,237.37,::20c:c:c:c,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1859,237.37276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1860,237.92,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1861,237.922472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1862,238.05,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1863,238.052472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1864,238.92,::201:1:1:1,::206:6:6:6,UDP,61,8214  >  8214 Len=4
1865,238.922984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1866,238.96,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
1867,238.963272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1868,239.12,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
1869,239.123272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1870,239.13,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1871,239.132728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
1872,239.26,::206:6:6:6,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1873,239.263016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1874,239.41,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1875,239.41276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1876,239.94,::201:1:1:1,::20c:c:c:c,UDP,61,8214  >  8214 Len=4
1877,239.942984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1878,239.99,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1879,239.993272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1880,240.03,00:03:00:03:00:03:00:03,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Barracud_03:00:03:00:03"
1881,240.03,::201:1:1:1,::20c:c:c:c,UDP,70,8214  >  8214 Len=4
1882,240.033272,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1883,240.06,00:06:00:06:00:06:00:06,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: ToshibaT_06:00:06:00:06"
1884,240.13,00:0d:00:0d:00:0d:00:0d,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: SeawayNe_0d:00:0d:00:0d"
1885,240.14,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
1886,240.16,::20c:c:c:c,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1887,240.162728,,00:0c:00:0c:00:0c:00:0c,IEEE 802.15.4,19,"Ack, Dst: BebIndus_0c:00:0c:00:0c"
1888,240.28,::20c:c:c:c,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1889,240.283016,,00:08:00:08:00:08:00:08,IEEE 802.15.4,19,"Ack, Dst: Multitec_08:00:08:00:08"
1890,240.43,::20c:c:c:c,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1891,240.43276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1892,240.96,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
1893,240.96324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1894,241,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1895,241.003528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1896,241.04,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1897,241.043528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1898,241.07,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
1899,241.073528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1900,241.21,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1901,241.212728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1902,241.34,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1903,241.343016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1904,241.47,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1905,241.473016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1906,241.62,::20e:e:e:e,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1907,241.62276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1908,241.99,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1909,241.992472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1910,242.13,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1911,242.132472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1912,242.85,::201:1:1:1,::205:5:5:5,UDP,45,8214  >  8214 Len=4
1913,242.852472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1914,242.98,::205:5:5:5,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1915,242.982472,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1916,243.35,fe80::210:10:10:10,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1917,243.85,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1918,243.85324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1919,243.89,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1920,243.893528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1921,243.93,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1922,243.933528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1923,243.99,00:02:00:02:00:02:00:02,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: NetSys_02:00:02:00:02"
1924,244.07,00:0a:00:0a:00:0a:00:0a,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Mediatek_0a:00:0a:00:0a"
1925,244.09,00:0c:00:0c:00:0c:00:0c,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: BebIndus_0c:00:0c:00:0c"
1926,244.09,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1927,244.093528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1928,244.1,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1929,244.102728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1930,244.23,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1931,244.233016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1932,244.36,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1933,244.363016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1934,244.45,fe80::210:10:10:10,fe80::20c:c:c:c,ICMPv6,102,RPL Control (DODAG Information Object)
1935,244.454296,,00:10:00:10:00:10:00:10,IEEE 802.15.4,19,"Ack, Dst: CableTel_10:00:10:00:10"
1936,244.51,::20a:a:a:a,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1937,244.51276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1938,244.88,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
1939,244.882472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1940,245.02,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
1941,245.022472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
1942,245.89,::201:1:1:1,::207:7:7:7,UDP,53,8214  >  8214 Len=4
1943,245.892728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1944,245.93,::201:1:1:1,::207:7:7:7,UDP,62,8214  >  8214 Len=4
1945,245.933016,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1946,246.06,::207:7:7:7,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1947,246.062728,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1948,246.21,::207:7:7:7,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1949,246.21276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1950,246.91,::201:1:1:1,::20a:a:a:a,UDP,69,8214  >  8214 Len=4
1951,246.91324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1952,246.95,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1953,246.953528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1954,246.99,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1955,246.993528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1956,247.15,::201:1:1:1,::20a:a:a:a,UDP,78,8214  >  8214 Len=4
1957,247.153528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1958,247.16,::20a:a:a:a,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1959,247.162728,,00:0a:00:0a:00:0a:00:0a,IEEE 802.15.4,19,"Ack, Dst: Mediatek_0a:00:0a:00:0a"
1960,247.29,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1961,247.293016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1962,247.42,::20a:a:a:a,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1963,247.423016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1964,247.57,::20a:a:a:a,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1965,247.57276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1966,247.93,::201:1:1:1,::20f:f:f:f,UDP,77,8214  >  8214 Len=4
1967,247.933496,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1968,247.95,00:01:00:01:00:01:00:01,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: EquipTra_01:00:01:00:01"
1969,247.98,00:04:00:04:00:04:00:04,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: LexmarkP_04:00:04:00:04"
1970,247.99,00:05:00:05:00:05:00:05,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Cisco_05:00:05:00:05"
1971,248.02,00:08:00:08:00:08:00:08,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Multitec_08:00:08:00:08"
1972,248.05,00:0b:00:0b:00:0b:00:0b,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: FujianSt_0b:00:0b:00:0b"
1973,248.1,00:10:00:10:00:10:00:10,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: CableTel_10:00:10:00:10"
1974,248.14,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
1975,248.143784,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1976,248.18,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
1977,248.183784,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1978,248.21,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
1979,248.213784,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1980,248.22,::201:1:1:1,::20f:f:f:f,UDP,86,8214  >  8214 Len=4
1981,248.223784,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1982,248.31,fe80::201:1:1:1,ff02::1a,ICMPv6,96,RPL Control (DODAG Information Object)
1983,248.38,::20f:f:f:f,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1984,248.382728,,00:0f:00:0f:00:0f:00:0f,IEEE 802.15.4,19,"Ack, Dst: Legra_0f:00:0f:00:0f"
1985,248.52,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1986,248.523016,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
1987,248.65,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1988,248.653016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
1989,248.78,::20f:f:f:f,::201:1:1:1,UDP,62,8214  >  8214 Len=4
1990,248.783016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
1991,248.93,::20f:f:f:f,::201:1:1:1,UDP,54,8214  >  8214 Len=4
1992,248.93276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
1993,248.97,::201:1:1:1,::209:9:9:9,UDP,53,8214  >  8214 Len=4
1994,248.972728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
1995,249.01,::201:1:1:1,::209:9:9:9,UDP,62,8214  >  8214 Len=4
1996,249.013016,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
1997,249.14,::209:9:9:9,::201:1:1:1,UDP,53,8214  >  8214 Len=4
1998,249.142728,,00:09:00:09:00:09:00:09,IEEE 802.15.4,19,"Ack, Dst: Tmt_09:00:09:00:09"
1999,249.27,::209:9:9:9,::201:1:1:1,UDP,54,8214  >  8214 Len=4
2000,249.27276,,00:05:00:05:00:05:00:05,IEEE 802.15.4,19,"Ack, Dst: Cisco_05:00:05:00:05"
2001,249.98,::201:1:1:1,::204:4:4:4,UDP,45,8214  >  8214 Len=4
2002,249.982472,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2003,250.12,::204:4:4:4,::201:1:1:1,UDP,45,8214  >  8214 Len=4
2004,250.122472,,00:04:00:04:00:04:00:04,IEEE 802.15.4,19,"Ack, Dst: LexmarkP_04:00:04:00:04"
2005,250.99,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
2006,250.992984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2007,251.03,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
2008,251.033272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2009,251.07,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
2010,251.073272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2011,251.2,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
2012,251.202728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
2013,251.33,::20b:b:b:b,::201:1:1:1,UDP,62,8214  >  8214 Len=4
2014,251.333016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2015,251.48,::20b:b:b:b,::201:1:1:1,UDP,54,8214  >  8214 Len=4
2016,251.48276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2017,251.84,::201:1:1:1,::20e:e:e:e,UDP,69,8214  >  8214 Len=4
2018,251.84324,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2019,251.88,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
2020,251.883528,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2021,251.92,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
2022,251.923528,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2023,251.95,::201:1:1:1,::20e:e:e:e,UDP,78,8214  >  8214 Len=4
2024,251.953528,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
2025,251.98,00:07:00:07:00:07:00:07,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Zettamed_07:00:07:00:07"
2026,252,00:09:00:09:00:09:00:09,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Tmt_09:00:09:00:09"
2027,252.05,00:0e:00:0e:00:0e:00:0e,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Atrie_0e:00:0e:00:0e"
2028,252.06,00:0f:00:0f:00:0f:00:0f,Broadcast,IEEE 802.15.4,37,"Enhanced Beacon, Dst: Broadcast, Src: Legra_0f:00:0f:00:0f"
2029,252.09,::20e:e:e:e,::201:1:1:1,UDP,53,8214  >  8214 Len=4
2030,252.092728,,00:0e:00:0e:00:0e:00:0e,IEEE 802.15.4,19,"Ack, Dst: Atrie_0e:00:0e:00:0e"
2031,252.22,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
2032,252.223016,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
2033,252.35,::20e:e:e:e,::201:1:1:1,UDP,62,8214  >  8214 Len=4
2034,252.353016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2035,252.5,::20e:e:e:e,::201:1:1:1,UDP,54,8214  >  8214 Len=4
2036,252.50276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2037,252.86,::201:1:1:1,::20b:b:b:b,UDP,61,8214  >  8214 Len=4
2038,252.862984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2039,252.9,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
2040,252.903272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2041,252.94,::201:1:1:1,::20b:b:b:b,UDP,70,8214  >  8214 Len=4
2042,252.943272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2043,253.07,::20b:b:b:b,::201:1:1:1,UDP,53,8214  >  8214 Len=4
2044,253.072728,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
2045,253.2,::20b:b:b:b,::201:1:1:1,UDP,62,8214  >  8214 Len=4
2046,253.203016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2047,253.35,::20b:b:b:b,::201:1:1:1,UDP,54,8214  >  8214 Len=4
2048,253.35276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2049,253.88,::201:1:1:1,::206:6:6:6,UDP,61,8214  >  8214 Len=4
2050,253.882984,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2051,253.92,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
2052,253.923272,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2053,254.08,::201:1:1:1,::206:6:6:6,UDP,70,8214  >  8214 Len=4
2054,254.083272,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2055,254.09,::206:6:6:6,::201:1:1:1,UDP,53,8214  >  8214 Len=4
2056,254.092728,,00:06:00:06:00:06:00:06,IEEE 802.15.4,19,"Ack, Dst: ToshibaT_06:00:06:00:06"
2057,254.22,::206:6:6:6,::201:1:1:1,UDP,62,8214  >  8214 Len=4
2058,254.223016,,00:07:00:07:00:07:00:07,IEEE 802.15.4,19,"Ack, Dst: Zettamed_07:00:07:00:07"
2059,254.31,fe80::20b:b:b:b,fe80::20c:c:c:c,ICMPv6,102,RPL Control (DODAG Information Object)
2060,254.314296,,00:0b:00:0b:00:0b:00:0b,IEEE 802.15.4,19,"Ack, Dst: FujianSt_0b:00:0b:00:0b"
2061,254.37,::206:6:6:6,::201:1:1:1,UDP,54,8214  >  8214 Len=4
2062,254.37276,,00:03:00:03:00:03:00:03,IEEE 802.15.4,19,"Ack, Dst: Barracud_03:00:03:00:03"
2063,254.9,::201:1:1:1,::202:2:2:2,UDP,53,8214  >  8214 Len=4
2064,254.902728,,00:01:00:01:00:01:00:01,IEEE 802.15.4,19,"Ack, Dst: EquipTra_01:00:01:00:01"
2065,255.06,::201:1:1:1,::202:2:2:2,UDP,62,8214  >  8214 Len=4
